code,start,end,settingId,addColumns,complete
000001,,,,,
000009,,,,,
000039,,,,,
000063,,,,,
000066,,,,,
000100,,,,,
000157,,,,,
000166,,,,,
000301,,,,,
000333,,,,,
000338,,,,,
000538,,,,,
000568,,,,,
000596,,,,,
000625,,,,,
000651,,,,,
000656,,,,,
000661,,,,,
000723,,,,,
000733,,,,,
000739,,,,,
000768,,,,,
000776,,,,,
000799,,,,,
000807,,,,,
000830,,,,,
000858,,,,,
000887,,,,,
000895,,,,,
000938,,,,,
000963,,,,,
000977,,,,,
000983,,,,,
000988,,,,,
000998,,,,,
000999,,,,,
002008,,,,,
002013,,,,,
002025,,,,,
002027,,,,,
002036,,,,,
002049,,,,,
002050,,,,,
002074,,,,,
002078,,,,,
002080,,,,,
002120,,,,,
002129,,,,,
002138,,,,,
002139,,,,,
002142,,,,,
002156,,,,,
002179,,,,,
002192,,,,,
002202,,,,,
002230,,,,,
002236,,,,,
002241,,,,,
002254,,,,,
002266,,,,,
002268,,,,,
002271,,,,,
002304,,,,,
002311,,,,,
002340,,,,,
002352,,,,,
002353,,,,,
002371,,,,,
002396,,,,,
002402,,,,,
002408,,,,,
002410,,,,,
002415,,,,,
002430,,,,,
002459,,,,,
002460,,,,,
002466,,,,,
002475,,,,,
002493,,,,,
002497,,,,,
002531,,,,,
002555,,,,,
002568,,,,,
002594,,,,,
002601,,,,,
002624,,,,,
002705,,,,,
002709,,,,,
002714,,,,,
002756,,,,,
002812,,,,,
002821,,,,,
002850,,,,,
002867,,,,,
002916,,,,,
002920,,,,,
002938,,,,,
300012,,,,,
300014,,,,,
300015,,,,,
300033,,,,,
300035,,,,,
300037,,,,,
300059,,,,,
300073,,,,,
300122,,,,,
300124,,,,,
300142,,,,,
300146,,,,,
300171,,,,,
300207,,,,,
300223,,,,,
300251,,,,,
300274,,,,,
300285,,,,,
300316,,,,,
300347,,,,,
300363,,,,,
300390,,,,,
300408,,,,,
300413,,,,,
300421,,,,,
300433,,,,,
300450,,,,,
300454,,,,,
300458,,,,,
300496,,,,,
300529,,,,,
300587,,,,,
300595,,,,,
300661,,,,,
300676,,,,,
300725,,,,,
300750,,,,,
300751,,,,,
300759,,,,,
300760,,,,,
300763,,,,,
300767,,,,,
300772,,,,,
300782,,,,,
300896,,,,,
600000,,,,,
600008,,,,,
600011,,,,,
600016,,,,,
600019,,,,,
600025,,,,,
600028,,,,,
600030,,,,,
600031,,,,,
600036,,,,,
600048,,,,,
600050,,,,,
600089,,,,,
600104,,,,,
600110,,,,,
600111,,,,,
600123,,,,,
600132,,,,,
600141,,,,,
600150,,,,,
600161,,,,,
600171,,,,,
600176,,,,,
600183,,,,,
600188,,,,,
600196,,,,,
600219,,,,,
600256,,,,,
600276,,,,,
600309,,,,,
600340,,,,,
600348,,,,,
600373,,,,,
600383,,,,,
600399,,,,,
600406,,,,,
600426,,,,,
600435,,,,,
600436,,,,,
600438,,,,,
600460,,,,,
600486,,,,,
600489,,,,,
600519,,,,,
600547,,,,,
600563,,,,,
600570,,,,,
600584,,,,,
600585,,,,,
600588,,,,,
600600,,,,,
600606,,,,,
600660,,,,,
600690,,,,,
600702,,,,,
600703,,,,,
600741,,,,,
600745,,,,,
600760,,,,,
600763,,,,,
600779,,,,,
600808,,,,,
600809,,,,,
600837,,,,,
600845,,,,,
600862,,,,,
600872,,,,,
600884,,,,,
600885,,,,,
600887,,,,,
600893,,,,,
600900,,,,,
600926,,,,,
600958,,,,,
600985,,,,,
600989,,,,,
600999,,,,,
601009,,,,,
601012,,,,,
601021,,,,,
601066,,,,,
601088,,,,,
601100,,,,,
601108,,,,,
601117,,,,,
601138,,,,,
601155,,,,,
601166,,,,,
601168,,,,,
601211,,,,,
601225,,,,,
601229,,,,,
601233,,,,,
601288,,,,,
601318,,,,,
601328,,,,,
601377,,,,,
601390,,,,,
601398,,,,,
601567,,,,,
601600,,,,,
601601,,,,,
601618,,,,,
601633,,,,,
601636,,,,,
601666,,,,,
601668,,,,,
601669,,,,,
601677,,,,,
601688,,,,,
601696,,,,,
601699,,,,,
601799,,,,,
601857,,,,,
601877,,,,,
601888,,,,,
601898,,,,,
601899,,,,,
601901,,,,,
601919,,,,,
601939,,,,,
601985,,,,,
601988,,,,,
601989,,,,,
603026,,,,,
603127,,,,,
603160,,,,,
603259,,,,,
603260,,,,,
603267,,,,,
603288,,,,,
603345,,,,,
603369,,,,,
603429,,,,,
603444,,,,,
603456,,,,,
603486,,,,,
603501,,,,,
603659,,,,,
603678,,,,,
603708,,,,,
603799,,,,,
603806,,,,,
603833,,,,,
603877,,,,,
603882,,,,,
603906,,,,,
603986,,,,,
603993,,,,,
688005,,,,,
688111,,,,,
688388,,,,,
BK0420,,,,,
BK0421,,,,,
BK0422,,,,,
BK0424,,,,,
BK0425,,,,,
BK0427,,,,,
BK0428,,,,,
BK0429,,,,,
BK0433,,,,,
BK0436,,,,,
BK0437,,,,,
BK0438,,,,,
BK0440,,,,,
BK0447,,,,,
BK0448,,,,,
BK0450,,,,,
BK0451,,,,,
BK0454,,,,,
BK0456,,,,,
BK0457,,,,,
BK0458,,,,,
BK0459,,,,,
BK0464,,,,,
BK0465,,,,,
BK0470,,,,,
BK0471,,,,,
BK0473,,,,,
BK0474,,,,,
BK0475,,,,,
BK0476,,,,,
BK0477,,,,,
BK0478,,,,,
BK0479,,,,,
BK0480,,,,,
BK0481,,,,,
BK0482,,,,,
BK0484,,,,,
BK0485,,,,,
BK0486,,,,,
BK0538,,,,,
BK0539,,,,,
BK0545,,,,,
BK0546,,,,,
BK0725,,,,,
BK0726,,,,,
BK0727,,,,,
BK0728,,,,,
BK0729,,,,,
BK0730,,,,,
BK0731,,,,,
BK0732,,,,,
BK0733,,,,,
BK0734,,,,,
BK0735,,,,,
BK0736,,,,,
BK0737,,,,,
BK0738,,,,,
BK0739,,,,,
BK0740,,,,,
BK0910,,,,,
BK1015,,,,,
BK1016,,,,,
BK1017,,,,,
BK1018,,,,,
BK1019,,,,,
BK1020,,,,,
BK1027,,,,,
BK1028,,,,,
BK1029,,,,,
BK1030,,,,,
BK1031,,,,,
BK1032,,,,,
BK1033,,,,,
BK1034,,,,,
BK1035,,,,,
BK1036,,,,,
BK1037,,,,,
BK1038,,,,,
BK1039,,,,,
BK1040,,,,,
BK1041,,,,,
BK1042,,,,,
BK1043,,,,,
BK1044,,,,,
BK1045,,,,,
BK1046,,,,,
